Accrued Expense,Adopted,Agency,CBnum,Budget Code,Budget Name,Cash Expense,Department,Encumbered,Expense Category,Modified,Post Adjustments,Pre-Encumbered,Year
0,0,Queens Community Board # 9,409,6666,DGS CODE-INFLATION ADJ.,0,PERSONAL SERVICES,0,BONUS PAYMENTS,0,0,0,2018
0,0,Queens Community Board # 8,408,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,TELECOMMUNICATIONS EQUIPMENT,0,0,0,2018
0,0,Queens Community Board # 8,408,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,EQUIPMENT GENERAL,0,0,0,2018
0,0,Queens Community Board # 8,408,P001,FINANCIAL PLAN SAVINGS,0,PERSONAL SERVICES,0,FULL YEAR POSITIONS,0,0,0,2018
0,0,Queens Community Board # 8,408,1000,CONVERSION NAME,0,PERSONAL SERVICES,0,SALARY ADJUSTMENTS,0,0,0,2018
0,0,Queens Community Board # 8,408,1000,CONVERSION NAME,0,PERSONAL SERVICES,0,LONGEVITY DIFFERENTIAL,0,0,0,2018
0,0,Queens Community Board # 7,407,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,HEAT LIGHT & POWER,0,0,0,2018
0,0,Manhattan Community Board # 2,102,9999,DEFAULT CODE,0,PERSONAL SERVICES,0,ADD GROSS(& FRINGES) HOLD CODE,0,0,0,2018
0,0,Manhattan Community Board # 2,102,6666,DGS CODE-INFLATION ADJ.,0,PERSONAL SERVICES,0,BONUS PAYMENTS,0,0,0,2018
0,0,Manhattan Community Board # 2,102,1000,CONVERSION NAME,0,PERSONAL SERVICES,0,SALARY ADJUSTMENTS LABOR RSRVE,0,0,0,2018
0,0,Manhattan Community Board # 1,101,2000,MARDI GRAS FESTIVAL,0,OTHER THAN PERSONAL SERVICES,0,OFFICE FURITURE,0,0,0,2018
0,0,Manhattan Community Board # 1,101,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,PROMPT PAYMENT INTEREST,0,0,0,2018
0,0,Manhattan Community Board # 1,101,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,RENTALS OF MISC.EQUIP,0,0,0,2018
0,0,Queens Community Board # 9,409,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,FIXED CHARGES - GENERAL,0,0,0,2018
0,0,Manhattan Community Board # 1,101,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,TELEPHONE & OTHER COMMUNICATNS,0,0,0,2018
0,0,Manhattan Community Board # 1,101,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,BOOKS-OTHER,0,0,0,2018
0,0,Queens Community Board # 9,409,9999,DEFAULT CODE,0,PERSONAL SERVICES,0,REGULAR GROSS HOLDING CODE,0,0,0,2018
0,0,Queens Community Board # 8,408,P002,FINANCIAL PLAN SAVINGS,0,OTHER THAN PERSONAL SERVICES,0,OTHER EXPENSES - GENERAL,0,0,0,2018
0,0,Queens Community Board # 8,408,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,POSTAGE,0,0,0,2018
0,0,Queens Community Board # 7,407,6666,DGS CODE-INFLATION ADJ.,0,PERSONAL SERVICES,0,BONUS PAYMENTS,0,0,0,2018
0,0,Queens Community Board # 5,405,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,PROF SERV OTHER,0,0,0,2018
0,0,Queens Community Board # 5,405,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,PROF SERV COMPUTER SERVICES,0,0,0,2018
0,0,Queens Community Board # 5,405,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,TELECOMMUNICATIONS MAINT,0,0,0,2018
0,0,Queens Community Board # 5,405,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,POSTAGE,0,0,0,2018
0,0,Queens Community Board # 5,405,1000,CONVERSION NAME,0,PERSONAL SERVICES,0,PMTS TO BENEFIC DECSD EMPLOYES,0,0,0,2018
0,0,Queens Community Board # 4,404,6666,DGS CODE-INFLATION ADJ.,0,OTHER THAN PERSONAL SERVICES,0,PROMPT PAYMENT INTEREST,0,0,0,2018
0,0,Queens Community Board # 4,404,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,PROF SERV OTHER,0,0,0,2018
0,0,Queens Community Board # 4,404,9999,DEFAULT CODE,0,PERSONAL SERVICES,0,ADD GROSS(& FRINGES) HOLD CODE,0,0,0,2018
0,0,Queens Community Board # 4,404,1000,CONVERSION NAME,0,PERSONAL SERVICES,0,PAYROLL REFUND,0,0,0,2018
0,0,Queens Community Board # 3,403,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,HEAT LIGHT & POWER,0,0,0,2018
0,0,Queens Community Board # 2,402,P001,FINANCIAL PLAN SAVINGS,0,PERSONAL SERVICES,0,FULL YEAR POSITIONS,0,0,0,2018
0,0,Manhattan Community Board # 10,110,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,OFFICE EQUIPMENT MAINTENANCE,0,0,0,2018
0,0,Manhattan Community Board # 10,110,6666,DGS CODE-INFLATION ADJ.,0,PERSONAL SERVICES,0,BONUS- NONPENSIONABLE,0,0,0,2018
0,0,Manhattan Community Board # 10,110,6666,DGS CODE-INFLATION ADJ.,0,PERSONAL SERVICES,0,BONUS PAYMENTS,0,0,0,2018
0,0,Manhattan Community Board # 9,109,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,FOOD & FORAGE SUPPLIES,0,0,0,2018
0,0,Manhattan Community Board # 7,107,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,RENTALS - LAND BLDGS & STRUCTS,0,0,0,2018
0,0,Manhattan Community Board # 7,107,P001,FINANCIAL PLAN SAVINGS,0,PERSONAL SERVICES,0,SALARY ADJUSTMENTS,0,0,0,2018
0,0,Manhattan Community Board # 1,101,2000,MARDI GRAS FESTIVAL,0,OTHER THAN PERSONAL SERVICES,0,OFFICE EQUIPMENT,0,0,0,2018
0,0,Manhattan Community Board # 1,101,6666,DGS CODE-INFLATION ADJ.,0,PERSONAL SERVICES,0,BONUS PAYMENTS,0,0,0,2018
0,0,Manhattan Community Board # 1,101,6666,DGS CODE-INFLATION ADJ.,0,PERSONAL SERVICES,0,AMOUNT TO BE SCHEDULED-PS,0,0,0,2018
0,0,Brooklyn Community Board # 18,318,1000,CONVERSION NAME,0,PERSONAL SERVICES,0,UNSALARIED,0,0,0,2018
0,0,Brooklyn Community Board # 17,317,6666,DGS CODE-INFLATION ADJ.,0,OTHER THAN PERSONAL SERVICES,0,OTHER EXPENSES - GENERAL,0,0,0,2018
0,0,Brooklyn Community Board # 17,317,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,TRANSPORTATION EXPENDITURES,0,0,0,2018
0,0,Brooklyn Community Board # 17,317,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,TELEPHONE & OTHER COMMUNICATNS,0,0,0,2018
0,0,Brooklyn Community Board # 17,317,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,EQUIPMENT GENERAL,0,0,0,2018
0,0,Brooklyn Community Board # 17,317,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,CLEANING SUPPLIES,0,0,0,2018
0,0,Brooklyn Community Board # 17,317,P001,FINANCIAL PLAN SAVINGS,0,PERSONAL SERVICES,0,SALARY ADJUSTMENTS,0,0,0,2018
0,0,Brooklyn Community Board # 18,318,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,SECURITY EQUIPMENT,0,0,0,2018
0,0,Queens Community Board # 6,406,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,FIXED CHARGES - GENERAL,0,0,0,2018
0,0,Queens Community Board # 6,406,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,OTHER EXPENSES - GENERAL,0,0,0,2018
0,0,Queens Community Board # 6,406,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,POSTAGE,0,0,0,2018
0,0,Queens Community Board # 5,405,1000,CONVERSION NAME,0,PERSONAL SERVICES,0,BONUS PAYMENTS,0,0,0,2018
0,0,Queens Community Board # 5,405,1000,CONVERSION NAME,0,PERSONAL SERVICES,0,BACKPAY - PRIOR YEARS,0,0,0,2018
0,0,Queens Community Board # 3,403,1000,CONVERSION NAME,0,PERSONAL SERVICES,0,TERMINAL LEAVE,0,0,0,2018
0,300,Queens Community Board # 2,402,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,PRINTING SUPPLIES,0,0,0,2018
0,0,Manhattan Community Board # 2,102,1000,CONVERSION NAME,0,PERSONAL SERVICES,0,BONUS PAYMENTS,0,0,0,2018
0,0,Manhattan Community Board # 1,101,2000,MARDI GRAS FESTIVAL,0,OTHER THAN PERSONAL SERVICES,0,OFFICE EQUIPMENT MAINTENANCE,0,0,0,2018
0,0,Manhattan Community Board # 1,101,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,HIGHER ED STUDENT ASSISTANCE,0,0,0,2018
0,0,Queens Community Board # 9,409,1000,CONVERSION NAME,0,PERSONAL SERVICES,0,UNSALARIED,0,0,0,2018
0,0,Manhattan Community Board # 10,110,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,MISCELLANEOUS AWARDS,0,0,0,2018
0,0,Manhattan Community Board # 10,110,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,TELECOMMUNICATIONS MAINT,0,0,0,2018
0,0,Manhattan Community Board # 9,109,9999,DEFAULT CODE,0,PERSONAL SERVICES,0,REGULAR GROSS HOLDING CODE,0,0,0,2018
0,0,Manhattan Community Board # 8,108,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,CONTRACTUAL SERVICES GENERAL,0,0,0,2018
0,0,Manhattan Community Board # 7,107,4000,RENT AND ENERGY,0,RENT,0,PROMPT PAYMENT INTEREST,0,0,0,2018
0,0,Manhattan Community Board # 7,107,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,PROF SERV COMPUTER SERVICES,0,0,0,2018
0,0,Manhattan Community Board # 7,107,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,CONTRACTUAL SERVICES GENERAL,0,0,0,2018
0,0,Manhattan Community Board # 7,107,1000,CONVERSION NAME,0,PERSONAL SERVICES,0,SALARY ADJUSTMENTS LABOR RSRVE,0,0,0,2018
0,0,Manhattan Community Board # 6,106,4000,RENT,0,RENT,0,PROMPT PAYMENT INTEREST,0,0,0,2018
0,0,Manhattan Community Board # 10,110,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,NON OVERNIGHT TRVL EXP-GENERAL,0,0,0,2018
0,0,Manhattan Community Board # 10,110,9999,DEFAULT CODE,0,PERSONAL SERVICES,0,ADD GROSS(& FRINGES) HOLD CODE,0,0,0,2018
0,0,Manhattan Community Board # 9,109,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,RENTALS OF MISC.EQUIP,0,0,0,2018
0,0,Manhattan Community Board # 7,107,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,OTPS HOLDING CODE,0,0,0,2018
0,0,Queens Community Board # 9,409,P001,FINANCIAL PLAN SAVINGS,0,PERSONAL SERVICES,0,FULL YEAR POSITIONS,0,0,0,2018
0,0,Queens Community Board # 9,409,1000,CONVERSION NAME,0,PERSONAL SERVICES,0,PAYROLL REFUND,0,0,0,2018
0,0,Queens Community Board # 8,408,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,TELEPHONE & OTHER COMMUNICATNS,0,0,0,2018
0,0,Queens Community Board # 8,408,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,PURCH DATA PROCESSING EQUIPT,0,0,0,2018
0,0,Queens Community Board # 8,408,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,OFFICE EQUIPMENT,0,0,0,2018
0,0,Queens Community Board # 1,401,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,PRINTING CONTRACTS,0,0,0,2018
0,0,Queens Community Board # 1,401,P001,FINANCIAL PLAN SAVINGS,0,PERSONAL SERVICES,0,FULL YEAR POSITIONS,0,0,0,2018
0,0,Queens Community Board # 1,401,6666,DGS CODE-INFLATION ADJ.,0,PERSONAL SERVICES,0,AMOUNT TO BE SCHEDULED-PS,0,0,0,2018
0,0,Queens Community Board # 1,401,1000,CONVERSION NAME,0,PERSONAL SERVICES,0,PAYROLL REFUND,0,0,0,2018
0,0,Queens Community Board # 6,406,6666,DGS CODE-INFLATION ADJ.,0,OTHER THAN PERSONAL SERVICES,0,PROMPT PAYMENT INTEREST,0,0,0,2018
0,0,Bronx Community Board # 12,212,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,MAINT & OPER OF INFRASTRUCTURE,0,0,0,2018
0,0,Queens Community Board # 5,405,4000,RENT,0,RENT AND ENERGY,0,PROMPT PAYMENT INTEREST,0,0,0,2018
0,0,Queens Community Board # 5,405,6666,DGS CODE-INFLATION ADJ.,0,OTHER THAN PERSONAL SERVICES,0,OTHER EXPENSES - GENERAL,0,0,0,2018
0,0,Bronx Community Board # 10,210,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,SECURITY EQUIPMENT,0,0,0,2018
0,0,Queens Community Board # 5,405,P001,FINANCIAL PLAN SAVINGS,0,PERSONAL SERVICES,0,FULL YEAR POSITIONS,0,0,0,2018
0,0,Bronx Community Board # 10,210,6666,DGS CODE-INFLATION ADJ.,0,PERSONAL SERVICES,0,BONUS PAYMENTS,0,0,0,2018
0,0,Queens Community Board # 4,404,4000,RENT AND ENERGY,0,RENT AND ENERGY,0,RENTALS - LAND BLDGS & STRUCTS,0,0,0,2018
0,0,Queens Community Board # 4,404,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,PROF SERV COMPUTER SERVICES,0,0,0,2018
0,0,Bronx Community Board # 9,209,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,BOOKS-OTHER,0,0,0,2018
0,0,Queens Community Board # 4,404,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,NON OVERNIGHT TRVL EXP-SPECIAL,0,0,0,2018
0,0,Bronx Community Board # 9,209,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,EQUIPMENT GENERAL,0,0,0,2018
0,0,Bronx Community Board # 8,208,1000,CONVERSION NAME,0,PERSONAL SERVICES,0,BONUS PAYMENTS,0,0,0,2018
0,0,Queens Community Board # 3,403,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,TELECOMMUNICATIONS EQUIPMENT,0,0,0,2018
0,0,Queens Community Board # 3,403,P001,FINANCIAL PLAN SAVINGS,0,PERSONAL SERVICES,0,SALARY ADJUSTMENTS,0,0,0,2018
0,0,Queens Community Board # 3,403,6666,DGS CODE-INFLATION ADJ.,0,PERSONAL SERVICES,0,PAYROLL REFUND,0,0,0,2018
0,0,Manhattan Community Board # 1,101,9999,DEFAULT CODE,0,PERSONAL SERVICES,0,REGULAR GROSS HOLDING CODE,0,0,0,2018
0,0,Queens Community Board # 2,402,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,OFFICE SERVICES,0,0,0,2018
0,0,Manhattan Community Board # 1,101,2000,MARDI GRAS FESTIVAL,0,OTHER THAN PERSONAL SERVICES,0,PRINTING CONTRACTS,0,0,0,2018
0,0,Manhattan Community Board # 1,101,2000,MARDI GRAS FESTIVAL,0,OTHER THAN PERSONAL SERVICES,0,LEASING OF MISC EQUIP,0,0,0,2018
0,0,Manhattan Community Board # 1,101,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,MAINTENANCE SUPPLIES,0,0,0,2018
0,0,Brooklyn Community Board # 3,303,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,OFFICE SERVICES,0,0,0,2018
0,0,Queens Community Board # 10,410,1000,CONVERSION NAME,0,PERSONAL SERVICES,0,REGULAR GROSS HOLDING CODE,0,0,0,2018
0,0,Queens Community Board # 8,408,6666,DGS CODE-INFLATION ADJ.,0,OTHER THAN PERSONAL SERVICES,0,OTHER EXPENSES - GENERAL,0,0,0,2018
0,0,Queens Community Board # 8,408,1000,CONVERSION NAME,0,PERSONAL SERVICES,0,PAYROLL REFUND,0,0,0,2018
0,0,Queens Community Board # 7,407,4000,RENT,0,RENT,0,RENTALS - LAND BLDGS & STRUCTS,0,0,0,2018
0,0,Queens Community Board # 7,407,6666,DGS CODE-INFLATION ADJ.,0,PERSONAL SERVICES,0,PAYROLL REFUND,0,0,0,2018
0,0,Queens Community Board # 7,407,1000,CONVERSION NAME,0,PERSONAL SERVICES,0,BACKPAY - PRIOR YEARS,0,0,0,2018
0,0,Queens Community Board # 6,406,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,TELECOMMUNICATIONS MAINT,0,0,0,2018
0,0,Queens Community Board # 6,406,6666,DGS CODE-INFLATION ADJ.,0,PERSONAL SERVICES,0,BONUS PAYMENTS,0,0,0,2018
0,0,Queens Community Board # 4,404,1000,CONVERSION NAME,0,PERSONAL SERVICES,0,BACKPAY - PRIOR YEARS,0,0,0,2018
0,0,Queens Community Board # 3,403,4000,RENT AND ENERGY,0,RENT,0,PROMPT PAYMENT INTEREST,0,0,0,2018
0,0,Queens Community Board # 3,403,4000,RENT AND ENERGY,0,RENT,0,CONTRACTUAL SERVICES-GENERAL,0,0,0,2018
0,0,Queens Community Board # 3,403,6666,DGS CODE-INFLATION ADJ.,0,PERSONAL SERVICES,0,BONUS- NONPENSIONABLE,0,0,0,2018
0,0,Queens Community Board # 2,402,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,FIXED CHARGES - GENERAL,0,0,0,2018
0,0,Manhattan Community Board # 2,102,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,BOOKS-OTHER,0,0,0,2018
0,0,Manhattan Community Board # 2,102,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,EQUIPMENT GENERAL,0,0,0,2018
0,0,Queens Community Board # 2,402,P001,FINANCIAL PLAN SAVINGS,0,PERSONAL SERVICES,0,SALARY ADJUSTMENTS,0,0,0,2018
0,0,Manhattan Community Board # 1,101,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,PRINTING CONTRACTS,0,0,0,2018
0,0,Manhattan Community Board # 1,101,9999,DEFAULT CODE,0,PERSONAL SERVICES,0,ADD GROSS(& FRINGES) HOLD CODE,0,0,0,2018
0,0,Manhattan Community Board # 1,101,1000,CONVERSION NAME,0,PERSONAL SERVICES,0,SALARY ADJUSTMENTS LABOR RSRVE,0,0,0,2018
0,0,Queens Community Board # 9,409,6666,DGS CODE-INFLATION ADJ.,0,PERSONAL SERVICES,0,AMOUNT TO BE SCHEDULED-PS,0,0,0,2018
0,0,Queens Community Board # 8,408,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,PROF SERV OTHER,0,0,0,2018
0,0,Queens Community Board # 8,408,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,OFFICE SERVICES,0,0,0,2018
0,0,Queens Community Board # 7,407,4000,RENT,0,RENT,0,TELEPHONE & OTHER COMMUNICATNS,0,0,0,2018
0,0,Queens Community Board # 7,407,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,DATA PROCESSING EQUIPMENT,0,0,0,2018
0,0,Queens Community Board # 6,406,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,PROF SERV COMPUTER SERVICES,0,0,0,2018
0,0,Queens Community Board # 6,406,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,NON OVERNIGHT TRVL EXP-SPECIAL,0,0,0,2018
0,0,Queens Community Board # 6,406,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,OFFICE FURITURE,0,0,0,2018
0,0,Queens Community Board # 6,406,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,EQUIPMENT GENERAL,0,0,0,2018
0,0,Queens Community Board # 6,406,6666,DGS CODE-INFLATION ADJ.,0,PERSONAL SERVICES,0,AMOUNT TO BE SCHEDULED-PS,0,0,0,2018
0,0,Queens Community Board # 6,406,1000,CONVERSION NAME,164.4,PERSONAL SERVICES,0,PY LONGEVITY DIFFERENTIAL,0,0,0,2018
0,0,Queens Community Board # 4,404,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,DATA PROCESSING EQUIPMENT,0,0,0,2018
0,0,Queens Community Board # 3,403,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,RENTALS - LAND BLDGS & STRUCTS,0,0,0,2018
0,0,Manhattan Community Board # 10,110,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,MAINT & REP GENERAL,0,0,0,2018
0,5000,Manhattan Community Board # 10,110,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,OTHER EXPENSES - GENERAL,0,0,0,2018
0,0,Manhattan Community Board # 10,110,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,PROMPT PAYMENT INTEREST,0,0,0,2018
0,0,Manhattan Community Board # 10,110,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,ADVERTISING,0,0,0,2018
0,0,Manhattan Community Board # 10,110,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,RENTALS - LAND BLDGS & STRUCTS,0,0,0,2018
0,0,Manhattan Community Board # 9,109,4000,RENT AND ENERGY,0,RENT AND ENERGY,0,RENTALS - LAND BLDGS & STRUCTS,0,0,0,2018
0,0,Manhattan Community Board # 9,109,P001,FINANCIAL PLAN SAVINGS,0,PERSONAL SERVICES,0,SALARY ADJUSTMENTS,0,0,0,2018
0,0,Manhattan Community Board # 8,108,6666,DGS CODE-INFLATION ADJ.,0,PERSONAL SERVICES,0,BONUS PAYMENTS,0,0,0,2018
0,0,Manhattan Community Board # 7,107,6666,DGS CODE-INFLATION ADJ.,0,PERSONAL SERVICES,0,AMOUNT TO BE SCHEDULED-PS,0,0,0,2018
0,0,Manhattan Community Board # 6,106,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,CLEANING SERVICES,0,0,0,2018
0,0,Manhattan Community Board # 6,106,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,CONTRACTUAL SERVICES GENERAL,0,0,0,2018
0,0,Manhattan Community Board # 6,106,9999,DEFAULT CODE,0,PERSONAL SERVICES,0,REGULAR GROSS HOLDING CODE,0,0,0,2018
0,0,Brooklyn Community Board # 18,318,6666,DGS CODE-INFLATION ADJ.,0,PERSONAL SERVICES,0,AMOUNT TO BE SCHEDULED-PS,0,0,0,2018
0,0,Brooklyn Community Board # 18,318,1000,CONVERSION NAME,0,PERSONAL SERVICES,0,SALARY ADJUSTMENTS LABOR RSRVE,0,0,0,2018
0,0,Brooklyn Community Board # 18,318,1000,CONVERSION NAME,0,PERSONAL SERVICES,0,SALARY ADJUSTMENTS,0,0,0,2018
0,0,Queens Community Board # 6,406,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,PURCH DATA PROCESSING EQUIPT,0,0,0,2018
0,0,Queens Community Board # 6,406,1000,CONVERSION NAME,0,PERSONAL SERVICES,0,BONUS PAYMENTS,0,0,0,2018
0,0,Queens Community Board # 5,405,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,TELECOMMUNICATIONS EQUIPMENT,0,0,0,2018
0,0,Queens Community Board # 3,403,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,TEMPORARY SERVICES,0,0,0,2018
0,130,Queens Community Board # 3,403,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,OFFICE EQUIPMENT MAINTENANCE,0,0,0,2018
0,0,Queens Community Board # 3,403,9999,DEFAULT CODE,0,PERSONAL SERVICES,0,REGULAR GROSS HOLDING CODE,0,0,0,2018
0,0,Queens Community Board # 3,403,1000,CONVERSION NAME,0,PERSONAL SERVICES,0,PY LONGEVITY DIFFERENTIAL,0,0,0,2018
0,0,Queens Community Board # 3,403,1000,CONVERSION NAME,0,PERSONAL SERVICES,0,BONUS PAYMENTS,0,0,0,2018
0,0,Queens Community Board # 2,402,4000,RENT,0,RENT,0,PROMPT PAYMENT INTEREST,0,0,0,2018
0,0,Manhattan Community Board # 10,110,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,CONTRACTUAL SERVICES-GENERAL,0,0,0,2018
0,0,Queens Community Board # 2,402,6666,DGS CODE-INFLATION ADJ.,0,OTHER THAN PERSONAL SERVICES,0,OTHER EXPENSES - GENERAL,0,0,0,2018
0,0,Manhattan Community Board # 10,110,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,BOOKS-OTHER,0,0,0,2018
0,245,Queens Community Board # 2,402,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,ADVERTISING,0,0,0,2018
0,0,Manhattan Community Board # 9,109,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,SECURITY SERVICES,0,0,0,2018
0,0,Manhattan Community Board # 9,109,P001,FINANCIAL PLAN SAVINGS,0,PERSONAL SERVICES,0,FULL YEAR POSITIONS,0,0,0,2018
0,0,Manhattan Community Board # 8,108,6666,DGS CODE-INFLATION ADJ.,0,OTHER THAN PERSONAL SERVICES,0,PROMPT PAYMENT INTEREST,0,0,0,2018
0,0,Manhattan Community Board # 8,108,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,RENTALS - LAND BLDGS & STRUCTS,0,0,0,2018
0,14594,Manhattan Community Board # 8,108,1000,CONVERSION NAME,0,PERSONAL SERVICES,0,AMOUNT TO BE SCHEDULED-PS,0,0,0,2018
0,0,Manhattan Community Board # 7,107,2000,MILLER HIGHWAY GRANT PROJECT,0,OTHER THAN PERSONAL SERVICES,0,PROF SERV OTHER,0,0,0,2018
0,0,Manhattan Community Board # 7,107,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,TELEPHONE & OTHER COMMUNICATNS,0,0,0,2018
0,0,Brooklyn Community Board # 3,303,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,EQUIPMENT GENERAL,0,0,0,2018
0,0,Brooklyn Community Board # 2,302,P003,FINANCIAL PLAN SAVINGS,0,RENT,0,OTHER EXPENSES - GENERAL,0,0,0,2018
0,0,Queens Community Board # 8,408,2000,HEVESI INITIATIVE,0,OTHER THAN PERSONAL SERVICES,0,FIXED CHARGES - GENERAL,0,0,0,2018
0,0,Queens Community Board # 8,408,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,PROF SERV COMPUTER SERVICES,0,0,0,2018
0,0,Queens Community Board # 8,408,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,CHILDRENS CHARITABLE INSTITUTN,0,0,0,2018
0,0,Queens Community Board # 8,408,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,DATA PROCESSING EQUIPMENT,0,0,0,2018
0,0,Queens Community Board # 8,408,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,CONTRACTUAL SERVICES GENERAL,0,0,0,2018
0,0,Queens Community Board # 8,408,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,LIBRARY BOOKS,0,0,0,2018
